Zone,Org Dist,AC,Mandal,LB Name,Ward,Ward Number,Houses,Total Voters,Female,Male,Transgender,,,,,,,,,,,,,
Ernakulam,Ernakulam City,Kochi,Mattancherry,Kochi,PANAYAPPILLY,74,1597,6515,3383,3132,0,,,,,,,,,,,,,
Ernakulam,Ernakulam City,Kochi,Mattancherry,Kochi,AMARAVATHY,75,1275,5561,2972,2589,0,,,,,,,,,,,,,
Ernakulam,Ernakulam City,Kochi,Mattancherry,Kochi,FORTKOCHI VELI,76,1409,5893,3057,2836,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chendamangalam GRAMAPANCHAYATHH,GOTHURUTHU- VADAKKETHURUTHU,1,384,1269,634,635,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chendamangalam GRAMAPANCHAYATHH,GOTHURUTHU,2,405,1351,684,667,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chendamangalam GRAMAPANCHAYATHH,CHATHEDAM- KURUMBATHURUTHU,3,306,910,459,451,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chendamangalam GRAMAPANCHAYATHH,KURUMBATHURUTHU - C P THURUTHU,4,370,1121,587,534,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chendamangalam GRAMAPANCHAYATHH,KUNJAVARATHURUTHU,5,144,422,216,206,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chendamangalam GRAMAPANCHAYATHH,CHENNAMANGALAM,6,414,1311,687,624,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chendamangalam GRAMAPANCHAYATHH,VALIYA PAZHAMPILLY THURUTHU,7,332,1125,599,526,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chendamangalam GRAMAPANCHAYATHH,KIZHAKKUMPURAM,8,371,1142,590,552,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chendamangalam GRAMAPANCHAYATHH,KOTTAYIL KOVILAKAM,9,413,1284,684,600,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chendamangalam GRAMAPANCHAYATHH,PALATHURUTHU,10,398,1220,633,587,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chendamangalam GRAMAPANCHAYATHH,THEKKUMPURAM,11,326,1149,576,573,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chendamangalam GRAMAPANCHAYATHH,ARANKAVU,12,295,1129,590,539,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chendamangalam GRAMAPANCHAYATHH,KARIMPAADAM,13,385,1208,632,576,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chendamangalam GRAMAPANCHAYATHH,MANAKKODAM,14,371,1173,623,550,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chendamangalam GRAMAPANCHAYATHH,VADAKKUMPURAM,15,386,1206,617,589,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chendamangalam GRAMAPANCHAYATHH,KOOTTUKADU,16,380,1265,657,608,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chendamangalam GRAMAPANCHAYATHH,KOCHANGADI,17,417,1302,675,627,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chendamangalam GRAMAPANCHAYATHH,GOTHURUTHU- THEKKETHURUTHU,18,378,1161,603,558,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chendamangalam GRAMAPANCHAYATHH,KADALVATHURUTHU,19,446,1441,739,702,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,KOTHAKULAM,1,352,1114,579,535,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,SANTHIVANOM,2,409,1408,746,662,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,KHANDAKANNVELI,3,435,1276,659,617,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,KIZHAKKEPPRAM,4,355,1137,590,547,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,BANGLAVU,5,374,1245,646,599,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,KAREEPPARAMBU,6,378,1484,780,704,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,MANM,7,451,1442,754,688,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,DRAMBEDKAR,8,352,1132,605,527,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,THATHAPPILLY,9,329,1283,677,606,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,VALLUVALLY,10,445,1483,787,696,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,KOCHAL,11,438,1563,821,742,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,KOONAMMAVU,12,434,1610,863,747,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,PALLIKKADAVU,13,384,1285,684,601,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,KOTTUVALLYKKAVU,14,375,1236,636,600,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,KACHANIKODAM,15,492,1506,795,711,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,PANCHAYATH,16,449,1587,831,756,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,CHERIYAPPILLY,17,482,1614,828,786,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,THRIKKAPURAM,18,429,1526,807,719,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,MAYYAR,19,425,1548,772,776,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,KOTTUVALLY,20,406,1329,680,649,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,ILLATH,21,380,1378,707,671,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,KATTIKULAM,22,414,1440,774,666,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,NADUMURI,23,425,1600,880,720,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Kottuvally GRAMAPANCHAYATHH,KAITHARAM,24,372,1233,642,591,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Ezhikkara,PERUMPADAN,1,300,1077,566,511,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Ezhikkara,PARAYATTUPARAMBU,2,276,958,510,448,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Ezhikkara,VADAKKUPURAM,3,315,1108,601,507,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Ezhikkara,KALIKULANGARA,4,242,832,439,393,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Ezhikkara,NANTHYATTUKUNNAM,5,207,843,444,399,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Ezhikkara,NANTHIYATTUKUNNAM WEST,6,264,905,475,430,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Ezhikkara,KUNDEKKAVU,7,298,1113,583,530,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Ezhikkara,KUZHIKKALA EAST,8,297,1075,589,486,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Ezhikkara,CHATHANGAD,9,293,1160,605,555,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Ezhikkara,PALLIYAKKAL,10,325,1150,582,568,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Ezhikkara,EZHIKKARASOUTH,11,292,994,512,482,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Ezhikkara,KADAKKARA,12,307,1053,549,504,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Ezhikkara,EZHIKKARA,13,287,1069,568,501,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Ezhikkara,KEDAMANGALAM,14,308,947,497,450,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Ezhikkara,CHEETHUKKALAM-CHAKKATHARA,15,301,1102,556,546,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Vadakkekkara GRAMAPANCHAYATHH,MALIANKARARTH,1,375,1287,660,627,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Vadakkekkara GRAMAPANCHAYATHH,KOTTUVALLIKKAD WEST,2,330,1064,549,515,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Vadakkekkara GRAMAPANCHAYATHH,KOTTUVALLIKKAD,3,356,1159,612,547,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Vadakkekkara GRAMAPANCHAYATHH,THARAYILKAVALA,4,359,1278,679,599,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Vadakkekkara GRAMAPANCHAYATHH,MOOTHAKUNNAM,5,384,1284,676,608,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Vadakkekkara GRAMAPANCHAYATHH,MADAPLATHURUTH WEST,6,394,1356,721,635,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Vadakkekkara GRAMAPANCHAYATHH,MADAPLATHURUTH SOUTH,7,372,1308,699,609,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Vadakkekkara GRAMAPANCHAYATHH,ANDIPPILLIKKAVU,8,373,1395,725,670,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Vadakkekkara GRAMAPANCHAYATHH,MADAPLATHURUTH EAST,9,375,1318,699,619,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Vadakkekkara GRAMAPANCHAYATHH,THURUTHIPURAM EAST,10,341,1178,615,563,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Vadakkekkara GRAMAPANCHAYATHH,MURAVANTHURUTH,11,405,1391,745,646,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Vadakkekkara GRAMAPANCHAYATHH,thuruthippuram,12,303,1153,610,543,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Vadakkekkara GRAMAPANCHAYATHH,KATTATHURUTH,13,355,1241,671,570,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Vadakkekkara GRAMAPANCHAYATHH,ORAVANTHURUTH,14,250,1187,631,556,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Vadakkekkara GRAMAPANCHAYATHH,PALIATHURUTH,15,328,1071,578,493,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Vadakkekkara GRAMAPANCHAYATHH,VAVAKKAD EAST,16,339,1288,669,619,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Vadakkekkara GRAMAPANCHAYATHH,VAVAKKAD,17,300,1189,633,556,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Vadakkekkara GRAMAPANCHAYATHH,KUNJITHAI EAST,18,362,1304,680,624,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Vadakkekkara GRAMAPANCHAYATHH,KUNJITHAI WEST,19,373,1398,716,682,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Vadakkekkara GRAMAPANCHAYATHH,CHETTIKKAD,20,433,1485,772,713,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Vadakkekkara GRAMAPANCHAYATHH,MALIANKARASOUTH,21,384,1389,725,664,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chittattukara GRAMAPANCHAYATHH,MACHAMTHURUTH,1,376,1228,647,581,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chittattukara GRAMAPANCHAYATHH,ALAMTHURUTH,2,342,1164,610,554,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chittattukara GRAMAPANCHAYATHH,NEENDOOR NORTH,3,342,1269,651,618,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chittattukara GRAMAPANCHAYATHH,PARAYAKAD,4,369,1205,625,580,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chittattukara GRAMAPANCHAYATHH,PARAYAKAD EAST,5,285,1115,572,543,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chittattukara GRAMAPANCHAYATHH,VALIYAPALLAMTHURUTH,6,347,1147,588,559,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chittattukara GRAMAPANCHAYATHH,MUNDURUTHY,7,243,1261,650,611,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chittattukara GRAMAPANCHAYATHH,MAKKANAI,8,377,1209,621,588,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chittattukara GRAMAPANCHAYATHH,MANM,9,324,1460,763,697,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chittattukara GRAMAPANCHAYATHH,THANIPPADAM,10,229,993,509,484,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chittattukara GRAMAPANCHAYATHH,THOOYITHARA,11,372,1276,644,632,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chittattukara GRAMAPANCHAYATHH,CHERIYAPALLAMTHURUTH NORTH,12,315,1054,547,507,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chittattukara GRAMAPANCHAYATHH,CHERIYAPALLAMTHURUTH SOUTH,13,330,1142,608,534,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chittattukara GRAMAPANCHAYATHH,NEENDOOR SOUTH,14,354,1213,617,596,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chittattukara GRAMAPANCHAYATHH,PATTANAM MUSSARIS,15,294,1134,588,546,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chittattukara GRAMAPANCHAYATHH,CHITTATTUKARA,16,353,1284,691,593,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chittattukara GRAMAPANCHAYATHH,POOYAPPILLY,17,304,1245,681,564,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chittattukara GRAMAPANCHAYATHH,PATTANAM CENTER,18,373,1252,666,586,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Vadakkekara,Chittattukara GRAMAPANCHAYATHH,PATTANAM WEST,19,362,1262,641,621,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Karumalloor GRAMAPANCHAYATHH,MATTUPURAM,1,407,1436,762,674,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Karumalloor GRAMAPANCHAYATHH,MANJALY,2,406,1474,764,710,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Karumalloor GRAMAPANCHAYATHH,KALLIKKUZHI,3,414,1474,763,711,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Karumalloor GRAMAPANCHAYATHH,MANAKKAPADI NORTH,4,492,1600,856,744,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Karumalloor GRAMAPANCHAYATHH,THATTAMPADI NORTH,5,410,1396,744,652,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Karumalloor GRAMAPANCHAYATHH,KARUMALLUR,6,411,1429,764,665,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Karumalloor GRAMAPANCHAYATHH,ADUVATHURUTH,7,436,1594,869,724,1,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Karumalloor GRAMAPANCHAYATHH,WEST VELIYATHUNADU,8,438,1621,854,767,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Karumalloor GRAMAPANCHAYATHH,Vayalodam,9,373,1449,790,659,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Karumalloor GRAMAPANCHAYATHH,Thadikkakadavu,10,297,1152,603,549,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Karumalloor GRAMAPANCHAYATHH,EAST VELIYATHUNADU,11,389,1352,704,648,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Karumalloor GRAMAPANCHAYATHH,KADOOPPADAM,12,382,1686,635,1051,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Karumalloor GRAMAPANCHAYATHH,UCCOLLEGE,13,415,1383,711,672,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Karumalloor GRAMAPANCHAYATHH,MARIYAPPADI NORTH,14,483,1702,913,789,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Karumalloor GRAMAPANCHAYATHH,MARIYAPPADI SOUTH,15,374,1357,733,624,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Karumalloor GRAMAPANCHAYATHH,PARUVAKAD,16,375,1362,738,624,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Karumalloor GRAMAPANCHAYATHH,THATTAMPADI SOUTH,17,354,1065,579,486,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Karumalloor GRAMAPANCHAYATHH,THATTAMPADY WEST,18,367,1220,646,574,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Karumalloor GRAMAPANCHAYATHH,CHETTIKKAD,19,282,961,502,459,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Karumalloor GRAMAPANCHAYATHH,MANAKKAPPADI SOUTH(THOPPU),20,424,1331,699,631,1,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Karumalloor GRAMAPANCHAYATHH,MANACKAPADY,21,424,1399,746,653,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Karumalloor GRAMAPANCHAYATHH,THEKKETHAZHAM,22,382,1376,704,672,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Varapuzha GRAMAPANCHAYATHH,THEVARKAD NORTH,1,290,1035,530,505,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Varapuzha GRAMAPANCHAYATHH,THEVARKAD SOUTH,2,246,1001,515,486,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Varapuzha GRAMAPANCHAYATHH,CHIRAKKAKAM SOUTH,3,358,1483,831,652,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Varapuzha GRAMAPANCHAYATHH,PUTHENPALLY NORTH,4,317,1058,571,487,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Varapuzha GRAMAPANCHAYATHH,MUTTINAKAM NORTH,5,331,1050,535,515,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Varapuzha GRAMAPANCHAYATHH,PUTHENPALLY SOUTH,6,218,863,448,415,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Varapuzha GRAMAPANCHAYATHH,MUTTINAKAM SOUTH,7,257,909,461,448,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Varapuzha GRAMAPANCHAYATHH,MANMTHURUTH EAST,8,272,1133,603,530,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Varapuzha GRAMAPANCHAYATHH,MANMTHURUTH WEST,9,350,1199,612,587,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Varapuzha GRAMAPANCHAYATHH,VARAPUZHARTH,10,380,1317,673,644,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Varapuzha GRAMAPANCHAYATHH,VARAPUZHASOUTH,11,373,1346,710,636,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Varapuzha GRAMAPANCHAYATHH,THUNDATHUMKADAVU SOUTH,12,348,1217,636,581,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Varapuzha GRAMAPANCHAYATHH,THUNDATHUMKADAVU HEAD QUARTERS,13,390,1273,645,628,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Varapuzha GRAMAPANCHAYATHH,CHETTIBHAGHAM TOWN,15,357,1262,652,610,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Varapuzha GRAMAPANCHAYATHH,CHIRAKKAKAM CENTRAL,16,413,1502,765,737,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Varapuzha GRAMAPANCHAYATHH,DEVASWOMPADAM,17,465,1627,824,803,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Paravur,Paravur,Varapuzha GRAMAPANCHAYATHH,CHIRAKKAKAM PAADY,18,207,889,470,419,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,NEERICODE WEST,1,415,1443,765,678,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,NEERICODE EAST,2,409,1603,848,755,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,PANCHAYAT HEAD QUARTERS,3,359,1555,816,739,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,KODUVAZHANGASOUTH,4,407,1486,786,700,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,KODUVAZHANGARTH,5,422,1412,747,665,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,IRAVIPURAM,6,470,1672,881,790,1,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,kottapuram,7,420,1480,762,718,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,MALIKAMPEEDIKA,8,494,1662,864,798,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,ALANGAD,9,470,1839,960,879,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,THIRUNALLOOR,10,472,1559,812,747,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,KUNNEL,11,484,1682,897,785,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,Panayikkulam West,12,426,1396,726,670,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,PANAYIKKULAM,13,367,1238,638,600,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,METHANAM,14,500,1896,1003,893,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,Olanad East,15,278,1015,530,485,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,CHIRAYIRAMPU,16,582,2031,1055,976,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,KONGORPPILLY EAST,17,434,1529,806,723,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,OLANAD,18,482,1526,765,761,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,THIRUMUPPAM,19,468,1564,803,761,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,PAZHAMPILLY,20,278,1154,608,546,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,KONGORPPILLY WEST,21,190,622,324,298,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,HS WARD,22,350,1500,803,697,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,KARINGAMTHURUTHU SOUTH,23,410,1424,749,675,0,,,,,,,,,,,,,
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad GRAMAPANCHAYATHH,KARINGAMTHURUTHU NORTH,24,388,1230,641,589,0,,,,,,,,,,,,,
